Wavelength,Transmitance
(nm),(%)
400,99.8879928542224
406.060606060606,99.8894031173723
412.121212121212,99.8816429956819
418.181818181818,99.8729020871516
424.242424242424,99.8636095749048
430.30303030303,99.8516619415063
436.363636363636,99.838303393107
442.424242424243,99.827585797336
448.484848484849,99.8145176761351
454.545454545455,99.7830214320559
460.606060606061,99.7442595226444
466.666666666667,99.7219425156586
472.727272727273,99.7164121284773
478.787878787879,99.7212994976369
484.848484848485,99.7315881225117
490.909090909091,99.7503330406694
496.969696969697,99.7792846391168
503.030303030303,99.8120153788046
509.090909090909,99.8423341587868
515.151515151515,99.8651693575198
521.212121212121,99.8812251011441
527.272727272727,99.8932105210073
533.333333333333,99.9026176727092
539.393939393939,99.9084899779327
545.454545454546,99.9074169362508
551.515151515152,99.8999093926473
557.575757575758,99.88933278098
563.636363636364,99.8742155034096
569.69696969697,99.8542172399006
575.757575757576,99.8346114698154
581.818181818182,99.807208692904
587.878787878788,99.7629871636228
593.939393939394,99.716916410883
600,99.6649069925323
606.060606060606,99.5759687245296
612.121212121212,99.4471869545836
618.181818181818,99.2875425963208
624.242424242424,99.1053963762499
630.30303030303,98.9030825716272
636.363636363636,98.6662161120002
642.424242424243,98.394659403734
648.484848484849,98.1045740626164
654.545454545455,97.8162847845519
660.606060606061,97.5178607170345
666.666666666667,97.204557690318
672.727272727273,96.9662752279526
678.787878787879,96.8111553289954
684.848484848485,96.6563078871252
690.909090909091,96.5381925570091
696.969696969697,96.5086454194985
703.030303030303,96.5623050463151
709.090909090909,96.6664467829412
715.151515151515,96.7920684502599
721.212121212121,96.9669108630265
727.272727272727,97.2024067017281
733.333333333333,97.4580746925662
739.393939393939,97.7036896322045
745.454545454546,97.9341952378287
751.515151515152,98.1885463421116
757.575757575758,98.4727991496956
763.636363636364,98.7279528185447
769.69696969697,98.9391246056408
775.757575757576,99.1233178292699
781.818181818182,99.2843803641877
787.878787878788,99.4252014504271
793.939393939394,99.5518367553153
800,99.652735750537
806.060606060606,99.7254794996926
812.121212121212,99.7893201413357
818.181818181818,99.8420960865874
824.242424242424,99.8750673724853
830.30303030303,99.8973346961929
836.363636363636,99.9173738090235
842.424242424243,99.9358869649458
848.484848484848,99.9525096377072
854.545454545455,99.9652655483866
860.606060606061,99.9729687823451
866.666666666667,99.9769777215906
872.727272727273,99.9795004440708
878.787878787879,99.9812881036578
884.848484848485,99.9829238921858
890.909090909091,99.9877987058669
896.969696969697,99.9858025399657
903.030303030303,99.9814468301764
909.090909090909,99.9739917143777
915.151515151515,99.9673831079704
921.212121212121,99.9619156874319
927.272727272727,99.9486166246398
933.333333333333,99.9374464133028
939.393939393939,99.9210859504275
945.454545454546,99.8945849620665
951.515151515152,99.8571263858453
957.575757575758,99.8091326140006
963.636363636364,99.7481078441042
969.69696969697,99.6713677239108
975.757575757576,99.5785067069868
981.818181818182,99.4589261177137
987.878787878788,99.2921364957402
993.939393939394,99.0539608744882
1000,98.709266212364
